"username","rating","helpful","total","date","title","review"
"spiritof67","9","1","7","12 March 2015"," One For The Ages - And The Genre
","First, a disclaimer: a lot of people here think they've seen a lot of movies, or at least a lot of science fiction movies. I've seen more, a lot more than most, starting in 1955. And this one ranks up there with the very, very best. Story. Acting performances, some from actors thought impossible to deliver same. Special effects that did a 1950's job of USING 3D, even though this movie isn't 3D, it is shot so well and with so much depth you'd think it was. Ideas....the thing missing from so many modern movies. Direction. And a strong ending, so often missing from modern science fiction films usually out to set up a sequel.<br/><br/>It is the finest science fiction movie I've seen since Dark City, and that says a lot.I saw Dark City 5 times on screen and saw new things in it each time. I hope to be able to re-enjoy Interstellar again, hopefully on an even larger screen - if there actually is a screen big enough for this movie."
"lovelysidhu133","10","1","7","10 March 2015"," Truly Interstellar is a Fantastic art
","Top Class Visual Effects and Matthew McConaughey at his peak.Superb Story...overall a masterpiece by Nolan...hats off. it is proved by Nolan if you work hard in any field or sector you can get maximum results and that's what we see in this movie.All the actors performed really well.The role of Anne Hathaway was nice and Michael Caine was brilliant as always he does in every movie.I have seen all the talent of the director that I knew he was outside the norm, but whom I did not know his capacity to reinvent itself. Because this is it: Interstellar is not an action movie, not really a blockbuster, and it goes not entirely but mostly again the expectations of common people. It's much more than that. This is much more than just a sci-fi movie."
"pezhead20","8","1","7","8 March 2015"," A Visually Stunning and Mind Boggling Film
","I went to the theatres to watch this film about three months ago , and I can defiantly understand why it won the Academy Award for its visual effects . What's brought onto screen is quite incredible , and all the vast planets and space we see in it truly make the film. It's good to point out that without spoiling anything that this movie is a lot to take in , and there are many parts of it that are very confusing and hard to exactly grasp what is going on. However , this is part of what makes the movie so enticing , so you can accept that you might not understand everything going at FIRST, but eventually start to piece it together . Overall , the acting is also great here , with Matthew Mcconaughey delivering another top notch lead performance. My one true complaint about the film is that runs for almost three hours , and it does seem to drag on at times where I ultimately wanted it to be over with . That said , this is a great movie , and another success for Christopher Nolan , although maybe not as much as some of his previous films."
"magdalene-foltynova","9","1","7","6 March 2015"," Breathtaking
","I can just say that this movie was breathtaking, surprisingly very good (I do not like Matthew very much) and everyone should definitely watch it, you may not like as much as I did but it will certainly change the way you see and maybe understand the universe.<br/><br/>I watched it with my friend and we both got out of the cinema with mixed feeling. I mean we both loved it, but it took us about two days and two nights, filled with exciting dreams, to completely understand what we saw and to absorb it. <br/><br/>Although we both agreed that the end could be done a bit better and that it was just too much and it didn't make any sense at all (at least to us), I think that I wouldn't go to any movie rather than to this one."
"moluz","8","1","7","2 March 2015"," How our mind interacts with time passing
","In Nolan's last film, Interstellar, time dilates under certain conditions. And here is preserved episodic presentation, only in a much more elegant and complex way. This type of presentation, ideological and conceptual evolution over time, starts with the movie Memento (in order of appearance speaking), where time stops, the main character remains locked in a period of his life, repeated indefinitely, he has a disease that doesn't allows the brain to create new memories. So in terms of time this man remained in a position to find the killer of his wife until his life comes to an end. But other possibilities arise, contraction of time, in which we live a life within hours, which demonstrates the fact that everything happens only in our mind, everything is controlled by our brain, dreams, imagination and reality are in fact parallel worlds. The phenomenon of contraction is presented in Inception. And number three in that situation when time dilates, which in a few years you live just a few hours, presented in Interstellar. The film is giving a mathematical explanation, where the phenomenon is closely related to space and time, in other words speed, which in turn is influenced by many other phenomena. But these things are all essentially something that is limited to the perception of the human brain's perception of time and space. Speaking conceptual these three films complete themselves and Interstellar closes the circle. Being the newest, probably most expensive it has the best effects and it's achieved extraordinarily well. In this film I do not think you can get bored, even if you do not understand, the images keep you there amazed, you want to see more. Therefore these movies forms a trilogy, no visible connection between them and no specific order to be viewed. There are connected only by the same director's mind and the concept of time. Each one is a time mirror in which we look at times, but united there are our ability to think, our extraordinary complex brains, but at the same time extremely simple, figuratively speaking."
"FlippanTadpole","9","1","7","2 March 2015"," Stellar, Epic
","A for originality, inspiration. A for dealing with deep topics, situations, emotions. A for the cast. A for making me think outside of myself. B for the slow beginning. <br/><br/>I am a firm believer in not giving away spoilers so, to be 90% honest, there is not a lot I can say without giving anything away. Just that this movie pleasantly surprised me. It was a really big deal to me and so I highly recommend it. I am such a movie nerd that I want to buy the DVD so I can watch the extras. I enjoyed the family dynamics, the things that had to do with space, NASA, time, dimensions, universes, exploration, adventure. I love a great, original sci fi flick and this movie went above and beyond my expectations. It was funny - I was thinking how it kind of reminded me of Inception (excellent movie by the way) - then I realized both were directed by Christopher Nolan. Very cool. This movie also reminded me of another favorite movie of mine - A Sound of Thunder. <br/><br/>I had guesses about the plot and some of them were correct. The last 30 minutes really did a lot to tie things in, leave not too much hanging, and give a fantastic ending. I was telling my husband how I was quite pleased with the movie as a whole; he agreed with me and we don't always agree on what we think about movies. All in all, it was also very touching and I cried several times."
"MrSelfPaid","10","1","7","22 January 2015"," Amazing... Trust Nolan
","Most Nolan fans - myself included - know that Nolan always has a powerful opening scene that sets the tone of the movie, and a powerful closing scene that stays in our memory a long time afterward. The Prestige, The Dark Knight, Inception are all examples of movies that follow that trend. Interstellar however, slowly builds up the tempo to a powerful climax reminiscence of TDKR. What this movie has is 'heart', a lot of it. <br/><br/>Not since The Curious Case of Benjamin Button have I shed a tear or two, but this movie did it. The final scenes had me leaking like a faulty pipe. Amazing score, amazing story, amazing acting, amazing visuals. <br/><br/>TRUST NOLAN."
"burakkaan","9","1","7","1 December 2014"," Intellectuality makes 21st century man yawn.
","Audience walks out from a movie with the effect of the climax and the aftermath of the story. <br/><br/>There is no questioning that Nolan is a guy who likes to give out knowledge and wisdom, at least his ones, through blockbuster movies. And he puts this goal on a higher priority than Cameron or other such filmmakers. <br/><br/>However, the reason Dark Knight and Inception were successful was that they sent their audience out to the world with awesome climaxes with fights/battles and dramatic endings. This movie too ends with a dramatic ending, this movie too has high stakes to worry about but the climax is way too scientific and slow for the audience.<br/><br/>Yeah in a perfect world, people would respond to vision of higher dimensional possibilities and singularity vs. probability references with all that scientific data and presumptions. But this is not a perfect world and there could be a better way to reach even to ignorant people who were yawning in an IMAX theater, right at the climax of Interstellar.<br/><br/>My point in short is, this movie is awesome but it will probably get lower ratings than inception when the hype is settled, in another word, it won't reach its potential rating/admiration; just because the climax challenges the society's scientific curiosity and imagination. And that is just sad."
"mikebaselicenj07","10","1","7","25 November 2014"," They go to 12 dimensions!
","McHonaughey was the ghost the whole time. Damon betrays them. Water planet kills one. Ice planet kills another. That's pretty much it. Saved you guys 3 long boob-less hours. If you have any questions let me know. Jk it sucked! I think it should have been Colin Farrell He was great in daredevil That's my favorite movie Will be a great movie to order dominos to On on demand From Comcast<br/><br/>I saw this movie in XD, it's basically hd but it's not The special affects were tight, but XD is so rare It's so next generation The theatre regardless is a premium theatre It's was so loud. I couldn't help but shake my head Regal doesn't doesn't do that. We have what you have AMC in jersey which was showing interstellar which is tops Regal is the concession movie theatre"
"korimus-513-908594","10","1","7","25 November 2014"," Amazing film. Worth seeing. Keep your mind open
","This is one of the best films I have seen in years. It is really exciting to think of all the amazing things we could accomplish if we could only unite and focus our energy on the wonderful mysteries of the universe. If you watch this film, keep in mind while this film is science fiction, the story tells of a very human experience. One that I hope humanity can one day experience. A lot has been made of the fabrication of how a black hole would really behave. Just keep in mind even the brightest people in the world do not know what really happens inside a black hole. We have theories, but no conclusive evidence. Being that this film is Science Fiction, what is the harm in exploring the unknown reality of a black hole? The physics presented in the film are largely accurate, but that does not mean every aspect of the film must adhere to the known laws of the universe. The main point of this film is to inspire the imagination of the audience. This is an amazing film. Please do try to enjoy it for what it is; A great story of what it means to be human."
"Kintesh-fm","10","1","7","25 November 2014"," Nolan is a teacher. Interstellar is another one of his lessons.
","I'm not going to pretend I knew Christopher Nolan back in his beginner years. After all, I'm only 23 - I was 9 when Memento first came out, and even then, I thought it was an interesting concept... but I was quickly distracted by my Pokémon Red version and Dragon Ball Z TV shows. I have grown up in a world of my own - constantly trying to understand things, always asking why I'm here, and trying to find certainty amongst the chaos. I suppose that's what led me to pursue a mathematics degree, and it's also the part of me that has now idealised Christopher Nolan's brain as the 8th wonder of the world. <br/><br/>My very generic nerdy mind first came across Christopher Nolan with Batman Begins. Even then, I was hardly paying attention to director names - why would I? It was a great cinematic adaption of a comic book, but we'd seen similar attempts; I thought the original Spiderman movies with Toby McGuire were just as compelling as an avid superhero enthusiast. Nonetheless, Batman Begins hit a profound note; it highlighted the issues that Batman faces, and to an extent, that we all face - fighting our own demons. Somehow, Christopher Nolan had taken what was once a niche, nerdy, comic book hero for children, and changed him forever, to appeal to the masses. That's what really makes Nolan's movies masterpieces - his ability to take ideas and make them appeal to the masses. That, in fact, is what makes him extraordinary. He expanded these ideas with the Dark Knight, which I hope I don't have to explain. <br/><br/>His work with Inception, as a final example, was not only visually stunning, but struck another profound note. He asked his viewers difficult questions, to which none of them would be exposed had he not sat down and thought long and hard about what he was trying to achieve. Are we all dreamers? Are we in Plato's Cave? What do we truly know about what we see? Nolan has very quickly become my Hollywood Hero.<br/><br/>Interstellar is one of Nolan's lessons. His recent movies seem to come with them. Like any good teacher, he finds a way to communicate across language barriers; and, rather aptly, across time and space. <br/><br/>There was some scepticism from critics with this movie, and I was rather reluctant to spend £10 in the cinema to invest in what could have been the uncharacteristic demise of my Hollywood Hero. I can't possibly tell you how glad I am that I didn't listen to the critics... this is, by far, the greatest science fiction movie I have ever seen. As far as I could tell, Interstellar takes plenty of ideas from the likes of 2001: A Space Odyssey (Kubrick), Moon (Jones) and Back to the Future (Zemeckis), but Nolan takes key ideas from these (which mostly just consist of generic science fiction) and somehow casts his magic to create something inspirational, iconic, and eternal.<br/><br/>All I can say is that if you're a lover of science, critical thinking, stunning visual effects, difficult philosophical ideas, and if you're in any way interested in the human race, just go and see this.<br/><br/>Just, do yourself a favour, and go and see this."
"banyalsiddhant","10","1","7","25 November 2014"," perfect blend of emotion and science
","Interstellar is one of those movies that you need to watch in your life. Its one of those movies that leave deep impact on your heart and mind.Though people have mixed opinion about this movies,to be frank the only flaw of this movie was that it gave you a lot to take in at a time, for normal person who is not aware of metaphysics and other related science it might be a little hard to understand , so for them it appeared as one of those clichéd space odyssey films.But actually its not that complicated to understand for a person who has very little knowledge about metaphysics. It can be compared to Nolan's other master piece like inception as it holds the same depth as that . This movie deserved 10 because it gave every element that a movie can give, it has drama, emotion,adventure and anything else that one can have in movie(bad luck not sex).Even i went to movie under influence of other negative review ,but its one the best movies you may watch. TIPS: just Google a bit about relativity of time and artificial gravity."
"murali_selvan","10","1","7","23 November 2014"," Interstellar stands bold and stunning. Reminds us why cinema exists..
","I will keep my review brief. I have calmed down and won't rush my thoughts to write a review as an after effect of returning from the IMAX experience of this film.<br/><br/>Interstellar to me stands for what America as a country represents. It reminds me with every dialog and message of the film, that America was and is built of pioneers, inventors and above all EXPLORERS. May be the credit goes to the Cold War, and how it was the driver behind America taking the plunge to send the man to moon. But it was America which took the lead and did it. And I have no doubt that it will once again be America that will take the leap of faith, with its brilliance, to make the next big step into space exploration. And this movie is a visual treat, a blueprint or a roadmap for the future (have I now upset the scientists, by stealing their credit and awarding it to the film without their permission ?) Space has always been a favorite, the one place stop -in search of answers. We look up to space - to further string theory, find galaxies, above all answers to origin of universe...and search of life. Space exploration is the only avenue for all these answers.<br/><br/>Now this is all good and sounds great for research and studies. There is a lot of implemented and common man sees it too. Take instance of the big space station we have built to the recent landing on the comet to entrepreneurs like Elon Musk and Richard Branson pouring millions of dollars into bringing space travel to reality. Let me stop right here and establish that I'm not an expert on Space topics and my intention is not to sound like one. Let me quickly turn to what I said in the beginning and why this movies comes up with the answers for a common man, a typical movie buff who can expect to learn a lot from this film. Interstellar is a very good space 101 to stir that very curiosity that the explorers of this great nation once had. And it's a brilliant dosage mixed with the right elements of a cinema.<br/><br/>Hats off to Nolan and his entire team. What a brilliant piece of art. Mathew McCanaughey has proved once again why he was awarded the Oscar last year. I'm rooting for him once again for 2015 best actor drama.<br/><br/>This film is an art that transcends the limitations of explaining the complex space jargons and taking many years of research material, all beautifully packaged into a cinema that even the next door joe will ponder as he leaves the theatre. Let me come to my original point about America and how great this country is. There is a reason this country is Number 1 in the world today. <br/><br/>And a big disclaimer, I'm not an American citizen and I'm just a legal Immigrant who has love and great respect for this country and its history. And I'm in aw for this movie because this reminds us all what America is capable of and that it should prove to the world once again, that it will lead the world and find solutions to all big problems faced by humanity. As Cooper says in the film, we were once pioneers and explorers... <br/><br/>That dialog so well resonates and speaks for every entrepreneur and visionary out there including Nolan, who directly or indirectly are pioneers in their own field and want to take the next big step. <br/><br/>I would leave with one final thought, I'm 32 and I dream that another big space endeavor happens in my lifetime and I die one fine day with far more answers than I was born or raised with. I will be proud to have born among the greatest race that the nature created- Humans."
"exe_malaga93","9","1","7","23 November 2014"," Fantastic Voyage
","Christopher Nolan is one of the most popular filmmakers these days, and his works always arouse passions in people who admire him, including me.<br/><br/>This highly anticipated movie delivers a story that kept me interested, combined with a great visual treatment, a very good script and spendlid performances.<br/><br/>I can understand if people find it slow or too extensive in its runtime (being nearly three hours long, it's obvious a lot of people would be afraid of it), but personally, I never felt bored, even though the 170 minutes were sometimes noticeable, but overall the rhythm and pace of the scenes was very fluid, thanks to the editing by Lee Smith.<br/><br/>Now, as for the cast: what else can I say with a movie with this cast? A notable and symphatetic John Lithgow, an incredible, sweet and sincere Anne Hathaway, a believable Michael Caine that has some great moments... everyone contributes to carry this story with professionalism and looseness. Wes Bentley, David Gyasi, and Casey Affleck do decent jobs, even though their characters aren't so developed, but fit the story with naturality. There's even a couple of surprises in the cast I wouldn't want to spoil here, since is better to discover by yourself if you decided to watch it, but you probably know by now. But the real outstanding roles are the central ones: Matthew McConaughey, who does by far the best job in the movie, he transmits you everything he feels from the beginning to end. Then Mackenzie Foy, who gains your symphaty since you first see her, and then breaks your heart in a couple of scenes. She even has a good chemistry with Matthew, making his father-daughter bond fell very natural. And finally, a remarkable Jessica Chastain you want to join through her personal journey.<br/><br/>The dialogue uses too much complex terminology and theory, but in fact, the script successfully simplifies much of it for the (at least) attentive viewer. So, popcorn-flick lovers, stay away of this! <br/><br/>The cinematography by Hoyte Van Hoytema, the production design, and the special effects are all outstanding. Visually, it is amazing as hell!<br/><br/>The musical score by Hans Zimmer is so intimist, dramatic, haunting, and epic. It expresses both the vastness and coldness of the space as well as the emotional story.<br/><br/>There's also some good homages to ""2001: A Space Oddisey"", ""Solaris"" and ""Apollo 13"".<br/><br/>And then, there's the twist... Yes, near the end, there's a twist that feels a bit out of place and carries the movie to another direction, thought it ultimately serves a purpose in the plot and it isn't exactly bad and doesn't affect what has been building up to that point.<br/><br/>But overall, ""Interestellar"" provides an incredible experience to everyone who wants something different, challenging and emotional, as well as fans of Nolan in general."
"Seraphion","8","1","7","23 November 2014"," A rare gem of the modern cinema.
","In the near future, climate change takes its toll, slowly but surely wiping out food crops. An ex NASA pilot Cooper and his daughter Murphy comes across a gravitational anomaly, which Murphy thought as a ghost. From one of the anomalies, they get a binary code of a location. They go there and find that it's a new NASA site. As one of NASA's best, Cooper is offered a place for the interstellar journey through a black hole in saving the human race by way of finding a new home, a new planet, for the whole species. He takes the position, despite Murphy's disagreement. He goes with Dr. Amanda Brand, Doyle, Romilly, and the robot TARS. And after fetching the Endurance module and the robot CASE, they go in through the black hole near Saturn to visit the three possible new worlds. Brand also experience the 'ghost' as Murphy did. The first world has a great time-slippage anomaly where an hour spent there equals roughly seven years on earth. Cooper and Brand argue about it, he wants to go there to finish the mission fast and go home to Murphy, while Brand rejects it due to the time slippage. They eventually go there, but immediately gets swept away by a gigantic tidal wave. Brand insists on fetching the data pack, thus taking more time, claiming Doyle's life, temporarily disrupting the lander craft. Seemingly unaffected, they ultimately return to Romilly, who have aged 23 years due to the time- slippage.<br/><br/>Finding the first world a failure, they then go to the second world, Dr. Mann's world. They find Mann, literally waking him from death in cryo-stasis. Based on Mann's data, the team decides to continue and set up a pioneer colony site. But Mann, surrendering to his primal urges, betray the team in his effort to go back home, killing Romilly while doing so. Apparently, Mann's data was all lies. He manages to steal one lander and tries to board the Endurance module as the team gives chase. But Mann can't dock the lander well. He ends up blowing parts of the Endurance when he forces to dock. Cooper and Brand manages to reclaim the Endurance though through a risky stunt. Cooper programs CASE to steer the Endurance to the third world. But after Brand gets in the module, Cooper breaks away and sacrifices himself and TARS, after knowing that the life support can support only one person. Cooper only inside his space-suit and TARS with him, gets sucked into the Gargantua black hole. But strangely through the black hole Cooper arrives floating in a crude space-time continuum that's only limited to the back side of Murphy's room back in time. He finds out now he is the Murphy's 'ghost'. He continues on relaying the codes Murphy found in the past, and also the quantum data TARS collected. After all data is code-relayed, Cooper gets sucked out of the continuum. He gets picked up and brought to the space station orbiting Saturn, the human's new home made with Murphy's data. Cooper comes to and gets reunited with the now old Murphy.<br/><br/>The story is just a great example of how a great and detailed epic can be told in the modern era. At almost three hours duration, it quite pushes the boundaries of the contemporary moviegoers' boredom tolerance level. But the movie is so great that it quite literally nailed me to the chair, forcing me to hold my bladder almost through the whole third act LOL. It makes the movie detailed on both the emotional and the scientific fiction content. Knowing it's another of Christopher Nolan's sci-fi, I anticipated the movie to be just like The Matrix (1999) and Inception (2010), which I have to watch more than twice to fully understand the grand story. But thankfully Sci-Fi is one of my favorite genres besides Action and Adventure. Thus watching Paycheck (2003), and other astronauts and time-travel movies really pays off.<br/><br/>I really like how the movie really pays attention to making a realistic depiction of theoretical quantum physics ideas about black holes, gravitation, time slippage, and ultimately space-time continuum. And those depictions are really great works. Watching at IMAX 2D, I really enjoy the journey through the black hole, the giant tidal wave, and other scenic shots. The movie also takes great advantage of the consequences of the physics, especially the time slippage and space travels issues. The scene where Rom aged 23 years in a few hours, the time-to-time shots of Murphy growing old, the final reunification of Cooper and Murphy are great scenes that really touches the heart, though it sure needs a lot of understanding to discern them.<br/><br/>The acting overall is one job. Matthew McConaughey did a great job in both depicting the remorseful father and the calm risk-taker ace pilot. Anne Hathaway did very good in giving balance to the story, although I don't think her role is any more significant than that balancing purposes. Jessica Chastain is also giving great emotional balance to the other angle of the story. Michael Caine's performance quite completes the story for a side villain. But actually Matt Damon really grabs the spot for the complementary villain.<br/><br/>My final say is that Interstellar (2014) deserves it's place in the best movies list everywhere. An 8 out of 10 score is my rating for this movie. It's indeed a rare find of a gem among today's modern cinema."
"misra-sushant","10","1","7","23 November 2014"," An exploration of mankind's inevitable future
","Faith and Love can transcend time and space, whether literally or scientifically. This is what Insterstellar goes out to prove. Faith in the people we love, in the promises they make, may not be a tangible thing, however that is what makes us who we are. Although the movie would be relished more by people having an interest in astrophysics, still others would love it as much. Mainly because of the way the movie is presented. The science and human emotions are so tightly intermingled, that you cannot distinguish one from another. The movie is not just about a scientific exploration but also exploring the human psyche. How our choices affect our loved ones? How true it is that the farther you go from your loved ones the closer you feel to them? In Interstellar Nolan tests the limits of human spirit, of human exploration, of human emotions and in this endeavor creates a masterpiece. The acting is brilliant, so is the screenplay and the casting. This one is a must watch. For me it is the best movie of this genre. <br/><br/>Cheers, Sushant"
"Jerghal","9","1","7","23 November 2014"," Cinema with a capital C
","I only saw the teaser for this film (for the rest I didn't watch or read anything about the film, I like to know as little as possible about a Nolan film before I see it) and it had me a bit worried: we see McConaughey as a farmer and something about a space program. For a second I was thinking it would have some similarities with the horrible 'Astronaut Farmer' film, but who are we kidding. This is Chris Nolan we are talking about and he does not disappoint. Nolan makes Cinema with a capital C. Interstellar is an epic movie about the survival of mankind, but it's also philosophical, scientific and convincingly dramatic thanks to the great performances of all actors. There are jaw-dropping shots in this film that only work on a big screen (the IMAX version is probably even more awesome) and the subwoofer rumbling of the spacecrafts made the cinema seats tremble. The drama works very well with the superb score of Hans Zimmer who got a lot of inspiration from the Koyaanisqatsi soundtrack and some from Event Horizon. The plot is incredibly well written by Nolan and his brother but it's not perfect as there are some events that happen for dramatic effect or creative license and don't always seem realistic. This film is one that scifi fans will love and should also please general audiences. The only complaint maybe is that at 170mins this isn't a short film (and there was no pause in Kinepolis) as I felt it in my legs after having to sit still so long. I very highly recommend this film. See it in the cinemas or you will surely regret it later"
"botrytis","9","1","7","22 November 2014"," Christopher Nolan: The new generational Hero
","Review to everyone, but mostly newcomers:<br/><br/>I am going to be short here: If you hadn't seen this movie yet, be sure you do it. The whole cinema of ours was full of people from different generations (youngsters, elders) and had fresh emotional experience which is rarely achievable nowadays, and cried a lot. Innovation at its best what is being shown here.<br/><br/>Is the movie perfect? Not at all. It wants to be perfect? I have no idea, it's Nolanish that's for sure. It's a hell of a good movie which includes; Delightful visuals (both practical and CGI), AMAZING soundtrack by the genius Hans Zimmer himself, exciting sounds and noises, so audio visually a perfect experience with really innovative and SCIENCE based story, which was produced with the help of the theoretical physicist/astrophysicist – Kip Thorne. Acting? Perfect, believable, and professional. So go see this movie!<br/><br/>**Spoiler Alert below**<br/><br/>The parallel between the story on Earth and Space was well executed, the apocalyptic feeling reached the whole territory of the movie, even the space itself with its music played with organ under Mann's evil actions and the vintage-like messages from Earth. The Storytelling isn't actually new from Nolan, I mean the structure of the story build up is classical, yet with several fast phased scenes. It's a different sci-fi what you would expect, it's more about the drama and humanism and just then space-thing, even though you get lots of space delights, trust me, even groundbreaking depictions of Wormhole and Black hole itself. Thanks to scientific basis the whole movie is very solid on physical depictions, however it draws parallel with philosophical and psychological meanings too. <br/><br/>There are symbolical moments which are very clever, and well fit to the story/theme: -The bookshelf represents the Earthy humans' mind and the boundaries of understanding of life, behind the shelf lies something more and ""unreal"" things, which with cannot be comprehended easily with a simple Earthy mindset. When Cooper is actually in tesseract, he becomes the bridge between this two worlds, contacting with Earth from way-outer space, a place where lies much-much more then we couldn't even think of. <br/><br/>-It's just funny how Murph becomes the representant of Murphy's Law itself, showing that there is always light at the end of the tunnel no matter what. <br/><br/>The whole movie itself is fresh, and also groundbreaking in some points, which makes it a new-generational Space Odyssey, or Alien. Emotional, Visually awesome, audio-visually marvelous, and the story is huge and complex yet comprehensive mostly. Nolan is a new- generational movie-maker hero, that's for sure."
"marcusnyegaard","8","1","7","21 November 2014"," Nolan and Zimmer have done it again
","Interstellar is a masterpiece. Words can't describe it but I am going to try! To start off, I had high expectations for the movie and it still blew my mind. The reason my expectations were high are because of the director, composer and the actors. I love Nolan, and when I saw Zimmer and him were gonna make another movie again I couldn't wait to watch it. Music is insane in Interstellar, I would almost say it's even better than Inception. <br/><br/>In my opinion this movie reminded me of a mix of Inception and Gravity. I'm not a big fan of Gravity because it has no plot at all. Interstellar is not only freaking awesome regarding visual effects but also the story is incredible and heartbreaking in some kind."
"batool_alkhawaja","8","1","7","20 November 2014"," Definitely worth watching
","As a person who went to see Gravity (starring George Clooney and Sandra Bullock) and left the movie theater feeling dizzy and rather nauseated, I was a bit apprehensive when I realized this movie was about outer space. However, I couldn't miss a movie with such good reviews, especially with Matthew McConaughey in the lead role. So, I went to see it and I'm very glad I did. I've spent a lot of time since then wondering what exactly made me like this movie. The only conclusion I came to was that it had inspired a feeling of awe, maybe because of the vastness of the subject matter. I also enjoyed spending the entire movie not knowing what would happen next since so many movies these days seem to give you the conclusion at the start. I was slightly disappointed when the sci-fi aspect got a bit much for me (I wont elaborate to avoid spoilers) but the other aspects of the movie were so good that I was happy to get over it and just go with the flow.<br/><br/>Definitely a movie worth watching."
"nrafieq","10","1","7","19 November 2014"," Interstellar: A Film That Is Far Beyond Our Time..
","WOW.. For the first time upon viewing a film never have i been speechless Till this Sci-Fi Masterpiece.. I will try to keep this review short as it is my first ever doing one, this film is not just a movie constructed from the brilliant mind of Christoher Nolan.. No it's not.. it is a guide.. a visually stunning monumental 169min journey that takes us far beyond space and time. It is a very basic story of Earth a dying planet that forces man kind to take a leap of faith that involves a mission to surpass the limitations of Interstellar Travel and find habitable planets that can sustain human life. But with out giving anything away.. its a story of what it means to be a human being and the emotions we all encounter in certain situations and our actions to how we respond to it. Me being a long time Nolan fan.. I have to say it is his best and most personal work i have seen since Inception and The Prestige, That Shines brighter than both combined! And i will say this.. Some people will dislike it for one main reason.. ""They will not understand"" And thats fine! Interstellar is not the type of film that asks you to understand it straight away.. instead it asks to you ""FEEL IT"" To observe it.. and think about it.. Because in reality it is an amazingly crafted film, From Hans Zimmer's epic yet beautiful Organ Scoring to the emotional performances of Matthew McConaughey,Jessica Chastain,Michael Caine and Newcomer Mackenzie Foy.. To the cinematography/VFX work of such never seen before in a Sci-Fi film! Mr. Nolan Has Given us something lost in the cinematic world of movie making for the last 30+ years since the first Star Wars movie and 2001:Space Odyssey and that is ""Exploration"" it pulls us from our seats into the dimension of the unknown. If i had to describe the film in a sentence i'd say.. ""It simply cant be told.. It must be experienced""<br/><br/>It is truly an Emotional Sci-Fi Masterpiece! 10/10<br/><br/>Thank you Mr. Nolan for giving us this piece genuine of Art, I very much look forward to you're future projects!"
"pace-26-206457","10","1","7","19 November 2014"," All sorts of yes....!
","OK so over the past few months I've been annoying my fiancée with sci-fi movies.... I've just wanted to see a good movie, something that makes me go wow... Needless to say she has not been too impressed at this.<br/><br/>She has tolerated everything, even pretended to enjoy movies for my benefit. I had taken it too far though ! Soon I was hearing ""oh god, not another sci-fi""... I had to redeem myself. Interstellar was the last one, I knew after this it would be girlie dramas and romances all the way, OK she is not that bad, but my time with trying to find a good sci-fi was up....<br/><br/>We visited an IMAX cinema in Bangkok, sat down waiting for the movie. Everything was riding on this. If I was ever to watch another sci-fi with my love next to me, this one had to deliver....<br/><br/>Im not going to spoil the movie, but I can happily report that I am still with my fiancée and this was, by far, one of the greatest Scci-fi's made. I thought it was going to be another predictable run of the mill film, but no... thoroughly enjoyed it...<br/><br/>Go to the cinema to watch this movie, the big screen, surround sound absolutely bloody awesome."
"lwdiii","10","1","7","16 November 2014"," Awe Inspiring
","I could do like most others and post an incredibly lengthy and long winded interview about how much I loved this movie, but I'll save everyone the time.<br/><br/>Instead, use the time you'd waste on reading all these reviews and go see this movie. If you're a fan of great camera work, solid acting and phenomenal writing, this is something you need to see.<br/><br/>I'm not one to be blown away by movies, but I probably spent an hour and a half with my mouth agape and eyes wide. The set pieces are probably the best I've ever seen. McConaughey is phenomenal and the music is unique and will likely wind up setting the trend for future films."
