"username","rating","helpful","total","date","title","review"
"Astolfo1978","8","0","1","22 January 2010"," Good, but not the best
","Plot: a deja-vu sensation here and there... even with some banalities. Though, since evil is banal, we can take it. The use of different heroic archetypes is well balanced, providing good dramatic turns and updated interpretations for main plot keys. Something better could be expected for the rites of passage, while the scene of destruction of Na'vi home tree is superb, since it conveys the idea of ""cultural apocalypse"" perfectly. Though, on these issues there are much better movies... I'd say Mononoke Hime by Miyazaki, for example (to me less manicheist and more universal).<br/><br/>Direction: the use of 3D is not gross and neurotic (luckily it is not like Up!, to be clear)... it is used at best in linking scenes than in focal ones, anyway it make sense and it is believable also in important scenes (spectacular or not). To explore further the chances of 3D, I'm expecting Tim Burton's imagery.<br/><br/>Actors: given the fact that they are archetypal, they're quite reliable. I'd expect more by Sigourney Weaver: her character deserved more depth.<br/><br/>Special effects: high rate, obviously. It was a complex and challenging production. I would stress not only the rendering of living beings, but also of machinery. To me, scenes with exoskeletons are technically top. Paradoxically, Na'vi are the less reliable beings. Highly stereotyped, poorly individualized, not really fitting the context (because of motion capture problems?). From a technical point of view, a much less expensive movie, District 9, had far more believable aliens than Avatar. Na'vi seem... fake. I don't know if it is a technical issue, or a kind of self-deceit: do they seem immaterial phantoms (differently from other living beings in the movie) because of the idea of ""avatars""? Though, ""normal"" Na'vi are not avatars!<br/><br/>Set design: deja-vu again, though well mixed, and very reliable also in details (from insects to mud, mould and dust). Na'vi are clearly based on Native Americans - a thing that increases the deja-vu effect: Neitiri / Pocahontas, Jack Sully / Dunbar (Dance with Wolves) or Poe (The Last of the Mohicans)... no better imagery than this very didactic one? Again, Na'vi are too stereotyped both as bodies (no taller or short, no fatter or thinner!) and minds, and so it is their culture - an issue that clashes with core ideas of the movie. As for the environment and creatures: a fascinating mix of amphibian, deep ocean living beings and pseudo-prehistoric reptiles, with a good use of light. The idea of portraying a savage, unsettling, charming and dangerous nature is achieved.<br/><br/>All-in-all: enjoyable (better than expected), but too many stereotypes to be a real masterpiece."
"mcnabb-vincent","6","0","1","21 January 2010"," Visually outstanding, but the storyline, well
","There wasn't actually anything WRONG with the story as such, but there was absolutely no originality. I love the creatures, and the environment, and I have to say, that technically, it has better visuals and back setup than any sci-fi I've ever watched.<br/><br/>The world that was created was absolutely amazing, and I would highly recommend anyone to watch it, and 3D is a must. Don't expect any depth to the plot, which is very easy to guess from near the beginning. It is basically a brutally obvious mix of 3 clichés, with a number of other clichés filling the story. <br/><br/>The decisions made by many of the characters seemed quite unrealistic. I.e. even if certain people had moral qualms about certain things, it would have taken a bit more convincing for them to do the things they did.<br/><br/>The concept was brilliant, and it was an artistic masterpiece. But like Starwars I, II and III, it really needed to have its story written by an exceptional writer, and that was certainly not the case here, though they certainly could have afforded it.<br/><br/>The language of the alien race was also quite nice to listen to, and as a linguist is probably one of the more interesting things for me. It disappointed me, that there wasn't more dialogue in that language, but that's a personal issue that had no bearing on my overall view of the film.<br/><br/>So I have to say, that although I was very impressed, I was quite disappointed with the quality of the story."
"jhuni_x","5","0","2","21 January 2010"," Enjoyable film not be taken too seriously
","The story of Avatar is by no means original. Avatar is simply the story of Dances with Wolves retold in outer space. This raises the question: is it really necessary to retell this story in outer space? Well this change in setting does not make it impossible to enjoy this film it does make it so silly that it should not be taken seriously. I for one do not take the premise that a species so incredibly advanced that they are capable of interstellar travel would act this way seriously for even a second. Nor do I take the idea that they would happen to encounter a planet where the native inhabitants are are sexually attractive to them and perfectly in tune with nature like the Na'vi are seriously nor should anyone for that matter.<br/><br/>So the whole premise of this movie is silly but what is worse is that it is incredibly manipulative as well. The whole story is set up in order to manipulate you into accepting its message. And that message is that the Na'vi are good and the military is bad. In order to coax you into accepting this message the military is led by a comical stereotype whose only motivation is to acquire a make believe element called Unobtainium with completely unexplained properties. As a result you do not have to decide for yourself which side you want to root for because the producers of this film have already made this decision for you. Well it is still possible to enjoy this film despite all its flaws it should not be taken too seriously in the process."
"blinky1986","7","0","1","21 January 2010"," Epic Sci-Fi blending romance and action.
","Unless you've been living under a rock in a cave you've seen an Avatar advert, promising to blow you away with unrivalled 3D and some of the most realistic CGI ever put onto screen. I've always been sceptical about 3D cinema, for me 2D cinema is perfect. Everything that a film needs to be great can be captured in 2D, hell, everything a new film needs to be great can be captured in black and white but that still doesn't stop these new colouring techniques revamping old films. So here we have a relatively new breed of cinema experience, one that I experienced for the first time today in all its glory at the IMAX.<br/><br/>The story is a basic one; Humans play the role of the invading Aliens, so this time it is us who have the technology and the edge. Their interest in the world of Pandora is due to the rich mineral known as 'unobtanium' (as silly as it sounds, it is actually a real name), which is inconveniently located in the depths of the planet underneath the Hometree of the Na'Vi, 10 foot tall humanoid powerhouses who survive the world through a deep understanding of nature and life.<br/><br/>The Avatar project is the means of finding a diplomatic solution, Na'Vi bodies are grown in labs with human DNA, and then remotely controlled and dropped onto the planet to learn about the natives, hopefully leading to a peaceful resolution. When Jake Sullys Phd holding brother dies, the military request that Jake (a marine with no training in the Avatar programme) takes his brothers place in the project. Turns out these things are pretty damn expensive to make and having similar DNA means he is the only other person who can control this Avatar, which appears a good alternative to his paraplegic human one.<br/><br/>As he takes on the role of the Na'Vi, he learns there ways and their trust, and so the story unfolds into one of love, betrayal and war. The films main weakness is it's predictability, at no point does it challenge you to guess what is going to happen because it can all be seen from a mile away. You know who he is going to fall in love with, you know that when hope appears to be lost the saviour will come, and the final act offers the payoff you would expect from 2 hours worth of build up, an epic battle between human and aliens. <br/><br/>Despite that it did suck me in, one scene with Jake capturing the Turok and returning to the tribe should of been cheesy, but I was completely and utterly invested in the film so it managed to have an emotional impact on me. And I know this was largely due to its presentation.<br/><br/>The rendering of Pandora is a beauty to behold, the floating mountains, the Hometree, it's almost indistinguishable from real life, and the Na'Vi themselves look authentic and move with slick realism. The use of 3D isn't abused at any point, it complements the film without being the sole reason the film was made. Nothing jumps out at the screen in a 'Look at the big bad 3D! It's going to get you!', it's a lot more subtle. One scene with small floating 'spirits' from a tree landing on Jake was a favourite of mine, it's almost tempting to reach your hand out and try to pluck one. Don't get me wrong though, when the battles start the 3D is intense, but the fact it was applied in so many different ways is what made it work. James Horner provides a very impressive soundtrack to, the tribal feel combined with wordless vocals captured the mood of the planet perfectly.<br/><br/>Even if the ingredients of the story are taken from the Hollywood cookbook, it was one of the most visually immersive films I have seen. It might not be the most intelligent or creative plot, but at this moment in time James Cameron is one of the few directors in the world who can be handled a budget of such magnitude and deliver. <br/><br/>8/10"
"jgarrick","7","0","3","21 January 2010"," Big Visuals, Small Story
","First the good news. Avatar as a visual experience is everything it's cracked up to be and more, and the 3D is, at last, finally done right. Rather than the typically annoying habit of throwing things at you, Cameron's use of 3D really immerses you in the alien world.<br/><br/>WARNING: Spoilers ahead, sort of.<br/><br/>The bad news is that there isn't much to it beyond the admittedly breathtaking visual experience. The story, and here's your spoiler, is this: Soldier goes to alien planet, goes native, and fights to save the indigenous population from the evil, greedy, corporate and military bad guys who are raping the planet in search of - get this - ""unobtanium."" I said it was a spoiler - ""sort of"" - because you're going to figure out the plot, and quite probably the conclusion, within the first few minutes of the movie.<br/><br/>That said, I thought it was well worth the time and money to see in the theatre. You've seen the story before, but never quite like this."
"meeza","8","0","3","18 January 2010"," I see you... Please read my ""Avatar"" pun-filled review!!
","True Blue, baby I love you. Well, I would not go that far but those Cameron crazies are definitely milking the love of James Cameron's long-awaited science fiction phenom ""Avatar"". It is racking in the millions, and will probably sink Cameron's ""Titanic"" as the most profitable film of all time. ""Avatar"" is Cameron's vision of a planet named Pandora inhabited by the Na'vi tribe; a blue-skinned, yellow-eyed humanoid race with their own language, culture, and spirituality. The only difference that ""In The Na'vi"" you cannot put your mind at ease since they exactly do not put up the welcome mats to the general human race. That is where the Avatarados come in! The Avatar program is one where they mix the DNA of humans and Na'vis to convert into the look of a Navi and mechanically zip your way into Pandora's Box. Our ""Avatar"" hero is Jake Sully, a paraplegic war veteran, who in exchange for some legs promised by a ruthless Colonel Quaritch, enters the Avatar program to infiltrate the Na'vi people so the human army can conquer Planet Pandora. Sully however does not follow the Avatar game plan and ends up bonding with the Na'vis and falls in love with the beautiful Na'vette, Neytiri. I guess Neytiri did give Jake some blueballs during their ""whoopee"" session. Anyway, Sully becomes more connected to his Avatar self than his real self. The Army of greedy humans become disconcerted with Jake's Na'vi love and decide to overcome the tribe with grandiose mechanical machines. Jake & the Na'vis are not alone in this fight. Jake also has his Avatar mates to aid him: the Avatar expert scientist Dr. Grace Augustine and the smarty sidekick Norm Spellman. Not to mention the sarcastic female Private Trudy Chacon who rebels against Colonel Quatrich's ruthless antics to eradicate the Na'vi tribe. Director James Cameron's titanic direction of ""Avatar"" is one revolutionary wizardry piece of work that is definitely groundbreaking in the future of the science fiction genre. The film's Art Direction, Cinematography, Make-Up, and Special Effects- not to get too technical, was a technical masterpiece. Sam Worthington as Sully and Zoe Saldana as Neytiri were solid with their starring performances. Worthington was worthy with his sly work and Saldana was not ""killing Zoe"" with her expressive thespian effort. The supporting acting of ""Avatar"" did not make me blue also. Most notably: Sigourney Weaver as Dr. Augustine and Michelle Rodriguez as Chacon. However, the villainous Colonel Quartich was played a bit over the top by Stephen Lang. My only true blue note of ""Avatar"" was Cameron's monotonous screenplay; especially during the Sully & Neytiri so-called love scenes, a bit too Pocahontas-like for my taste. But ""Avatar"" is not primarily about the words is about the vision. And I see you, I mean I see ""Avatar"" as an epical science fiction film that will stand the test of time in the history of motion pictures. **** Good"
"darkunft","7","0","7","17 January 2010"," What i liked and disliked
","I liked the story. The ethic background aside, the story really was comparable to dancing with the wolves and the acting was mostly solid even though the characters had some bad lines.<br/><br/>i disliked the 3D because the motion of fast objects was a little choppy (gras moving fast because of winds by rotors). It was my first 3D movie and i missed the stylistic element of DOF and being out of focus which hast not such a great effect in this 3D-movie.<br/><br/>The world lacks a certain naturalness and does not look very organic but a little over-colored and did not seem real.<br/><br/>In my opinion the movie lacks of atmosphere because of some bad editing and a low pace by James Camerons directing.<br/><br/>Overall the experience was not such an event for me."
"inzhimomi","9","0","1","17 January 2010"," Treat of a Lifetime....!!!
","I have seen good movies, great movies and better ones. I've followed movies since 1930's and delved myself into movies. Since Citizen Kane. Of course I do have my favorites earlier than citizen Kane also. We'll this was just a way of saying that this movie is All Time Great. It is one of my best if not the best movie.<br/><br/>James Cameron , waited since Titanic to make a movie of this magnitude , in terms of budget and cinematography and all the details that goes into the story and graphic.Talking about the 3D surrounding and sound, wow , how often do you see such radical camera shots. How often will you see such a paradise, beyond imagination. Only eyes can awe in wonder. So it is definitely a treat for the eye. And a movie which you should not miss out.<br/><br/>The movie also portrays , how our human race is harming our environment and self in the name of economy and progress. It could also mean how some Powerful countries exploit the poorer ones , in the excuse of some cause , while the main motto being different. That is why I do feel this movie is complete. In it's meaning and the way it was done.<br/><br/>So, just to sum it up. Go ahead, grab your Player/ Ticket and watch it. You'll remember it for a lifetime, and maybe even the next ;)"
"TheNewGodOfWar","9","0","3","17 January 2010"," An experience like none other...
","If i am being overly cynical, as most who know me will confirm i usually am, then it would be easy for me to write Avatar off as a one trick pony. Broken down to its most basic elements, James Camerons latest is a CGI heavy retread of 'Pocahontas' with minimal character development and a thinly veiled subtext of Eco-politics. It features dialogue which is often hilarious in an unintentional manner and occasionally painful alongside a host of Hollywood clichés so broad that its almost as if the plot was written as a spoof, rather than the serious tale it aspires to be. As an exercise in original, thought provoking story telling, Avatar fails on many levels. In essence, i should have hated this...<br/><br/>However, i didn't. Avatar has performed in one key area that, in my opinion, has exceeded all that has gone before. From the very moment the film started until the end credits rolled, i was completely and utterly enthralled in the audio/visual experience enfolding before me. so reluctant was i to remove my eyes from the screen, that i endured the final 20 minutes of the film in agony as my bladder threatened to explode rather than leave to relieve myself and risk missing something spectacular.<br/><br/>The world of Pandora is a visual banquet for the eyes. bright, vibrant and vivid, there is always something to feast your eyes on. whether it be the floating jellyfish, the 'Hallejulah mountains' or the Na'vi themselves, every aspect of this universe is realised so completely that within 15-20 minutes you almost forget that 90% of what you see on screen is CGI. The aural landscape is magnificent also. strange creatures chirrup in the background, leaves and earth crumple underfoot and nearly every creature sounds as alien as it looks. Combine this with the aforementioned visual mastery and the world of Pandora becomes less of a movie set and more of a living, breathing and, in 3D at least, nearly touchable environment. <br/><br/>I'll agree with other reviewers on here that the characterisation is pretty clichéd, development is handled with the deft touch of a two year old with a mallet and that overall the quality of acting is less than superb. However, all of these elements are, at least, adequate for the purpose of the film and do enough to draw the viewer into the world and suspend disbelief for 2hr 40mins. For this reviewer personally, Avatar didn't need to be the greatest story ever told, it didn't need heavyweight acting skills or dramatic character development. When I go to the cinema I want something beyond the mundane and ordinary, I want an experience. Schindlers list, The Usual Suspects, Reservoir Dogs - all undoubtedly great films, however the experience of watching these is much the same in a cinema as it is at home in front of a TV. Avatar, without a doubt was designed and intended to be viewed in a cinema, in 3D. Those of you who have watched 'scalped' internet versions or are waiting for the DVD release will be missing out on a great deal of what makes this so special.<br/><br/>In Summary, Avatar may not be the greatest film ever made. However as an experience it's pretty damn near to perfection"
"isabelle1955","Null","0","4","16 January 2010"," Dances with Wolves Meets My Little Pony - But I Loved It!
","If you are going to see Avatar, see it in 3D. I can't imagine it having anything like the impact in boring old 2D as it does in 3D. Possibly 2010 will be the year that 3D finally comes of age? I really loved this movie – it blew me away. The movie just leaps off the screen visually and grabs you by the jugular.<br/><br/>The story is quite obviously director James Cameron's unapologetic take on the white man's conquest of North America and the assault on the Indians (well it could be any act of colonialism really, the British in Australia, the Spanish in Central America.. basically the locals are in the way of the invaders' desire to grab the resources), except in this case, the Indians win. You can call the story simplistic, you can accuse it of plagiarism, but it is what it is and Cameron need make no apologies for it. It's a vehicle for the stunning CGI, nothing more nothing less, it's not subtle but neither is it pretentious or 'posy'. What you see is what you get. And what you get is spectacular. <br/><br/>The performances are all excellent; I loved Sam Worthington in the role of hero Jake Sully. I last saw Worthington in the Australian movie Getting Square, alongside one of my favourite actors David Wenham and I think he has a huge future ahead of him as an international star. Worthington's Sully is a paraplegic ex marine on the planet (OK it's a moon really) Pandora, taking the place of his dead twin brother to become an avatar, mind melded to the genetically modified body of an aboriginal inhabitant of the planet. Pandora is under major assault from the military industrial complex, who are after a local mineral, Unobtainium. The biggest deposit of Unobtainium is right under the local's main spiritual site, and the invaders want to move them. As Dr Grace Augustine, Sigourney Weaver is in her element. Grace is the leader of the avatar program, and determined to protect the locals from the rapacious advance of the miners under the command of Miles Quaritch (Stephen Lang) a slightly rabid, gung ho Colonel who has little time for the bleeding heart, liberal approach to planetary conquest. <br/><br/>Going undercover on Pandora amongst the locals – the Na'vi – Sully in his avatar embodiment inevitably falls in love and turns from the Dark Side to the side of the angels, becoming a hero who helps them fight off the invaders. His love interest is Neytiri (Zoe Saldana – previously fabulous as Uhura in Star Trek). Neytiri is a bow wielding strong Cameron woman in the tradition he has established of Girlies who can take care of themselves - and I love him for that alone. <br/><br/>That is the bare bones of the story. It is how it is told that makes Avatar worth seeing – possibly more than once. Cameron throws in elements from just about every big movie franchise of the last two decades. There are 'nods' to Star Trek, Star Wars, Lord of the Rings, Dances with Wolves, The Magnificent Seven and even, dare I say, My Little Pony. But it is all quite upfront and obvious, nothing subtle here, so I don't have a real problem with it. Pandora is a low gravity planet and the science makes reasonable sense. My spouse – who counts himself as something of an aviation expert – tells me the helicopter rotors were believable for low G, and certainly low gravity plus a very thin atmosphere might lead to tall, lean people of the type seem in Avatar, I'm not sure the blue skin color is believable, but who knows? Certainly if evolution had followed a similar course to the earth, the absence of a cataclysmic meteor impact might leave a population of large reptiles, even flying reptiles, and a fairly insignificant mammal population. This is all stunningly presented to the viewer in glorious technicolor and 3D which literally leaps out of the screen and grabs you by the eyeballs, aerial jelly fish float above the seat in front of you, primordial creatures leap off the screen at you. I haven't seen anything this impressive since I last went to the Monterey Bay Aquarium, and I found myself wondering how long Cameron has spent standing in front of the Sea Nettle exhibit? <br/><br/>Avatar is an astonishing achievement, and I am quite prepared to forgive Cameron the simplistic characters and linear story, because he has had the guts to produce something this visually stunning. I'm really looking forward to the next 3D offering that the movie world has to offer."
"bfan-qxn","8","0","1","16 January 2010"," And justice for all
","The moral of this story is if the other beings are nice or if they can kick your butt, you should leave them alone and not steal from them. WHAT!! How about if it's not yours, you can't have it?? It shouldn't matter if someone is nasty or unarmed. If something does not belong to you, you can't just steal it because you're bigger and stronger and because you want it. If Jake Sully hadn't fallen in love with Neytiri would he have wanted to help save them? This movie had great special effects (especially in 3D) but it's important to have a great story line as well. I'm more disappointed in the theatre-goers than the movie for not realizing that this is a terribly immoral movie."
"yingzi-zhang","8","0","3","14 January 2010"," When human chromosomes pair with those of Na'vi's ...
","James Cameron gives you, Avatar.<br/><br/>I gave this movie a vote of 8 out of 10, because Dance with Wolves is out of the top 250 in IMDb! This is to say, the plot of this movie is not that innovatory. But I still enjoyed the movie, because of the splendid landscape of planet Pandora, the overwhelming falls, the gigantic dragon, the surrounding seeds of the secret tree, and Trudy, the cool, sexy and able female ""top gun""! Also it is really touching when Jack and Neitiri saw each other after that cruel battle. You rules, Jack! <br/><br/>I am little regret that there is no IMAX theater in my small town. Thus the 3D effect of this milestone movie didn't penetrate me. Hope others do enjoy the 3D visual feast!"
"ersinkdotcom","8","0","1","14 January 2010"," Avatar from the eyes of a once skeptic
","Alright. So I was wrong. Let's just get it all out in the open right away. For six months I've been bagging and busting the chopping of Avatar. Well, last night I saw it the way it was meant to be seen – in IMAX 3D. Was it good? Yes. I wish I could say that this has taught me a lesson – don't bag on movies before you see them – but I'd be lying if I said I'll never do it again. It's the human nature of anyone who is into movies and I'm sure that I'll fall victim to my own idiocy again more sooner than later. Alright, let's move on to the review.<br/><br/>Avatar really does look great. The landscape of the planet Pandora is very rich in detail and you can tell that James Cameron spent hundreds or thousands of hours going over every aspect of its design. If you have a good level of suspension of disbelief, you can literally get lost in this film and feel like you're there. You can definitely still tell the Na'vi are CGI when you see full body shots of them, but amazingly close-ups of their feet and hands look almost frighteningly real. The other thing that was kind of creepy was how real the close-up head shots looked and how from different angles, you could see the actors' actual features in their avatar's face. It really was amazingly well-done. My only other complaint is that some of the animals still had a shiny CGI look to them that distracted you from fully being immersed. The mix of actual real actors, machinery, and CGI came off without a hitch.<br/><br/>The acting started out a bit forced, which I believe had something to do with the dialogue possibly. Even veteran actor Sigourney Weaver was having trouble pulling off the lines. It almost seemed like they started to settle into their roles, which is pretty much impossible since the film I'm sure was shot out of sequence. Sam Worthington did a great job in his role as Marine Jake Sully. Stephen Lang as Colonel Miles Quaritch was a bit over the top and times, but still quite a bit of fun. Michelle Rodriguez was basically just your typical Michelle Rodriguez tough-girl. I'm not a tech head, so I don't know how much of the actual actor you see on screen, but Zoe Saldana did a great job making the different emotions of her Na'vi character, Neytiri, quite believable.<br/><br/>Now, let's move on to the story. It's pretty much recycled from any other number of films like Braveheart or even The Alamo. You know – the small guys fight against the odds and in the end win because of their big hearts and belief in their cause. It gets to be a bit overwhelming and heavy-handed because you've got that aspect (which obviously is meant to be a mirror image of the uprooting and treatment of the Native Americans) mixed with an environmental message, and then Cameron even throws in some New Age Mother Earth mumbo-jumbo to further push his obvious agenda. It all gets to be a bit overbearing. Apparently, Cameron felt that this was his platform to let us all know his world view on politics, the environmental plight, and spirituality. Which is fine, since he spent some twelve years on this thing and it's obviously his big baby of a movie? The 3D filming was very well-done. It wasn't too in-your-face and was used quite well to accent and give depth to the scenes for the most part. There were some parts that were a bit hard to focus on and seemed a bit cluttered, like some of the chase scenes and such. I have to say that if you don't see this in 3D, you're pretty much wasting your time. It's most definitely not going to have the same effect in 2D and is going to lose quite a bit.<br/><br/>Overall, I have to say that I'm glad I gave the movie a chance and went to see it. I was originally so stupidly against it after I was disappointed in the Avatar Day footage that I wasn't even going to see it in the theater. That would have been a mistake. It's a fun and entertaining film. It gets a bit intense and dark at times with the destruction of the Na'vi's home. Just be prepared to be force fed James Cameron's beliefs while you're enjoying the visual eye candy and munching your popcorn. You're going to hear what he has to say, whether you like it or not."
"aristofanis","8","0","1","14 January 2010"," History repeats itself
","This movie has been praised for its graphics and at some instances criticized for its plot. I have not watched Pocahontas but I do believe that many of the main ideas have been repeated in the past. To me this isn't necessarily a flaw. History repeats itself and just as we haven't learned from our past crimes we do not seem to be learning from our current ones either. So I think Cameron tries to make some crucial points clear for once more to a wide pop-corn audience which expects mainly visual sensations.<br/><br/>Expressions used in this film such as 'Shock and Awe' and 'Terror' reveal, even to the unsuspected, the parallels drawn here with current irrational warfare mostly for the control of markets and resources.<br/><br/>There is a strong environmental agenda and ultimately there is revolution. The messages are clear and relevant. Yet they may fall short in being convincing. The natives bear too many cultural similarities to humans. They speak in polysyllabic words, are monogamous, use similar tools, gather and sing to evoke something spiritual, the women's concept of femininity is similar to ours etc Of course all this is done in order for us to relate to them as much as possible.<br/><br/>Some cheesy disneyish romance, along with romantic views on natives that look like North American Natives and sing to African tunes, make also part of the Hollywood gloss.<br/><br/>What chiefly kept me interested was the ongoing switching of the marine's world from that of the artificial human environment to the natural non-human one. It is within those transformations that his dilemmas are understood and his character develops.<br/><br/>Overall, it was an entertaining experience with beautiful imagery and pertinent messages. There is room for more character development and intricacy, especially from the part of the natives."
"ween-3","8","0","1","14 January 2010"," Cameron---The Blue Period
","This is why they invented popcorn.<br/><br/>Yeah, okay. This IS a victory of style over substance and yadda yadda yadda...but there's enough just enough substance to sustain the story line, and the style alone is worth the price of admission. For those of us weaned on ""Star Wars"", welcome to the new paradigm.<br/><br/>Cameron, whether you love him or hate him, has changed the game with this puppy. From a purely technical standpoint, ""Avatar"" is absolute state of the art. Don't know if this flick will translate real well to your 36"" flat screen at home, but throw in some stadium seating, 3D, and a big screen, and this is a an ""E"" ride at Disney.<br/><br/>We all liked the circus when we were kids, so let's not pretend this ain't fun. Pretty colors, rhinos with hammerheads and floating mountains courtesy Roger Dean. What's not to love, huh? On a side note, the movie has pulled in about $1 billion in the first 2 weeks. Given the size of the crew listed in the credits for the movie, that only works out to about $2.46 per person. (I did the math). So go buy a ticket and give these folks enough for a gallon of gas."
"p-simondet","6","0","1","13 January 2010"," A cornucopia of visuals and subliminal messaging
","'Avatar' is simply astounding. The unfathomable volume of detail work that went into the creation and realization of Pandora and its beautiful inhabitants will blow your mind in almost every scene. Pandora's biology and interconnectivity instantly make it one of cinema's premier believable universes by Jake's first excursion. I saw the film twice in IMAX 3d and once without the 3d effects. While the normal version is just as pretty, the 3d version (without being gimmicky) is certainly worth the price of admission. Its gorgeous aesthetics aside, the technical innovations utilized to make this film happen are just as fascinating, and deserve consideration. <br/><br/>That being said, 'Avatar' is also the most elaborately gilded film I've ever seen. I rate it at an 6.5 merely for the superb inventiveness, beauty, and physics of its visuals. Aside from that, nearly every other aspect is ludicrously underwhelming. <br/><br/>While the thespians give solid and plausible performances, both its antagonist and politics are paper-thin, making for a very hollow experience. The story at 'Avatar's' core was long ago flogged to death by Hollywood, and the script is barely passable when considered by its parts. A multitude of hackneyed lines had me squirming in my seat too often for comfort. Its score, while mildly effective, is unoriginal. <br/><br/>Regardless, the visuals, especially the enchanting Na'vi, make this a ""must-see"" film. However, due to a few questionable facets, some of which were noted above, don't expect much stimulation outside of the visual, art direction or sound effect departments. <br/><br/>*Warning, there be spoilers here* On a completely subjective level, however blatant I consider it to be, this film is very racist. As a matter of fact, it is emphatically racist, and even uses the term ""race"" in lieu of the more appropriate ""species"" at least twice in the film. Its derivative ""white male invades indigenous faction, bests them at all of their own livelihood, achieves hegemony"" formula is repulsive in retrospect, and brings to mind films such as 'Dances with Wolves,' 'Fern Gully,' Disney's 'Pocahontas,' 'Dune,' 'Last Samurai,' et al. Perhaps this was intended by Cameron to stir controversy by making an absurdly high investment in something so laden with white guilt. Then again, he simultaneously takes stabs at industrialized white nations, with lines such as ""we will fight terror with terror,"" a main character with the surname ""Sully"", or central plot points consisting of unjustified mining prospects. These all highlight problems America herself has incurred, such as the Middle Eastern conflicts, the impossible endeavor of ""going green,"" or the inherent greed of capitalism (respectively). <br/><br/>Ultimately, this visually peerless film, featuring a cliché-riddled script and familiar story, is far more than meets the eye. See it yourself and make these considerations, or don't. These are just the opinions of a single lover of cinema."
"box_jojo","8","0","1","13 January 2010"," goof - continuity (spoiler)
","splendid movie, I saw just 1 continuity goof:<br/><br/>Jake Sully's Avatar cannot defend himself to the Thanator when he enters the jungle for the first time. At the end the AMP suit of Colonel Quaritch beats the Thanator easily. After that Jake Sully's Avatar defends himself with a knife to the attacks of the arms of the AMP suit.<br/><br/>In other words: The Thanator is stronger than the Avatar. The AMP suit is stronger than the Thanator. The Avatar is stronger than the AMP suit.<br/><br/>When you think about the physical forces working in these acts and movements, and imagining the body weights of the subjects, the Avatars successful defense to the AMP suit seems not logical to me at all."
"Intricase","9","0","1","12 January 2010"," Visually Yes, Story is OK.
","Well, as you may have already read, this movie is visually appealing. It is worth the 8-14 dollars to see it in 3D. The power the movie brings, it brings specifically through visuals. The story line is very ""FernGully: The Last Rain Forrest"". You can't say that it is exactly predictable but you do feel like it could have done with out a few scenes and left them implied. If your used to figuring things out for yourself then your going to watch the movie and go ""yea OK, i get it! Please stop beating it into my head!"" That is, after you get past the awe of the visuals. The acting is cartoonish, very Disney. The emotion was slightly off, however, it is some what believable if you throw everything you think you know of the military and corporate objectives out the door. It was a fine line that crosses back and forth between ""Hey, Thats not how it would happen"" and ""Well, I saw that coming"".<br/><br/>Irreguardless, that movie is a great piece of art VISUALLY, and for that, you should entertain the ideas placed in it and just enjoy the world itself. Don't read too much into the plot. Just watch the glow.<br/><br/>Intri Out!"
